"","X","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr.","team_abbr","year"
"5053",6,"LG","Edwin Mulitalo",26,"1",16,"2 fumbles recovered","Baltimore Ravens / 4th / 129th pick / 1999","rav",2000
"5054",7,"C","Jeff Mitchell",26,"2",14,"","Baltimore Ravens / 5th / 134th pick / 1997","rav",2000
"5055",8,"RG","Mike Flynn",26,"2",16,"2 fumbles recovered","","rav",2000
"5056",9,"RT","Harry Swayne",35,"13",13,"1 fumble recovered","Tampa Bay Buccaneers / 7th / 190th pick / 1987","rav",2000
"5057",11,"DE","Rob Burnett",33,"10",16,"","Cleveland Browns / 5th / 129th pick / 1990","rav",2000
"5058",12,"DE","Michael McCrary",30,"7",16,"","Seattle Seahawks / 7th / 170th pick / 1993","rav",2000
"5059",13,"LDT","Sam Adams*",27,"6",16,"2.0 sacks, 0 interceptions, 1 fumble recovered","Seattle Seahawks / 1st / 8th pick / 1994","rav",2000
"5060",14,"RDT","Tony Siragusa",33,"10",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","","rav",2000
"5061",15,"MLB","Ray Lewis*+",25,"4",16,"3.0 sacks, 2 interceptions, 3 fumbles recovered","Baltimore Ravens / 1st / 26th pick / 1996","rav",2000
"5062",16,"LB","Peter Boulware",26,"3",15,"","Baltimore Ravens / 1st / 4th pick / 1997","rav",2000
"5063",17,"LB","Jamie Sharper",26,"3",16,"","Baltimore Ravens / 2nd / 34th pick / 1997","rav",2000
"5064",18,"LCB","Duane Starks",26,"2",15,"0.0 sacks, 6 interceptions, 2 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1998","rav",2000
"5065",19,"RCB","Chris McAlister",23,"1",16,"0.0 sacks, 4 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 10th pick / 1999","rav",2000
"5066",20,"SS","Kim Herring",25,"3",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Baltimore Ravens / 2nd / 58th pick / 1997","rav",2000
"5067",21,"FS","Rod Woodson*",35,"13",16,"0.0 sacks, 4 interceptions, 3 fumbles recovered","Pittsburgh Steelers / 1st / 10th pick / 1987","rav",2000
"5068",2,"QB","Elvis Grbac",31,"7",14,"265 for 467, 3,033 yards, 15 td, 18 int, & 21 rushes for 18 yards and 1 td","San Francisco 49ers / 8th / 219th pick / 1993","rav",2001
"5069",3,"RB","Terry Allen",33,"10",8,"168 rushes for 658 yards, 3 td, & 17 catches for 68 yards and 0 td","Minnesota Vikings / 9th / 241st pick / 1990","rav",2001
"5070",4,"WR","Qadry Ismail",31,"8",15,"74 catches for 1,059 yards, 7 td","Minnesota Vikings / 2nd / 52nd pick / 1993","rav",2001
"5071",5,"WR","Travis Taylor",22,"1",13,"42 catches for 560 yards, 3 td, & 5 rushes for 46 yards and 0 td","Baltimore Ravens / 1st / 10th pick / 2000","rav",2001
"5072",6,"TE","Shannon Sharpe*",33,"11",15,"73 catches for 811 yards, 2 td","Denver Broncos / 7th / 192nd pick / 1990","rav",2001
"5073",7,"LT","Jonathan Ogden*",27,"5",16,"","Baltimore Ravens / 1st / 4th pick / 1996","rav",2001
"5074",8,"LG","Edwin Mulitalo",27,"2",14,"","Baltimore Ravens / 4th / 129th pick / 1999","rav",2001
"5075",9,"C","Mike Flynn",27,"3",16,"1 fumble recovered","","rav",2001
"5076",10,"RG","Bennie Anderson",24,"Rook",13,"1 fumble recovered","","rav",2001
"5077",11,"RT","Kipp Vickers",32,"6",14,"","","rav",2001
"5078",13,"DE","Rob Burnett",34,"11",13,"","Cleveland Browns / 5th / 129th pick / 1990","rav",2001
"5079",14,"DE","Michael McCrary",31,"8",10,"","Seattle Seahawks / 7th / 170th pick / 1993","rav",2001
"5080",15,"LDT","Sam Adams*",28,"7",14,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Seattle Seahawks / 1st / 8th pick / 1994","rav",2001
"5081",16,"RDT","Tony Siragusa",34,"11",13,"2.0 sacks, 0 interceptions, 0 fumbles recovered","","rav",2001
"5082",17,"MLB","Ray Lewis*+",26,"5",16,"3.5 sacks, 3 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 26th pick / 1996","rav",2001
"5083",18,"LB","Peter Boulware",27,"4",14,"","Baltimore Ravens / 1st / 4th pick / 1997","rav",2001
"5084",19,"LB","Jamie Sharper",27,"4",16,"","Baltimore Ravens / 2nd / 34th pick / 1997","rav",2001
"5085",20,"LCB","Duane Starks",27,"3",15,"0.0 sacks, 4 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1998","rav",2001
"5086",21,"RCB","Chris McAlister",24,"2",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1999","rav",2001
"5087",22,"SS","Corey Harris",32,"9",16,"0.0 sacks, 2 interceptions, 4 fumbles recovered","Houston Oilers / 3rd / 77th pick / 1992","rav",2001
"5088",23,"FS","Rod Woodson*",36,"14",16,"0.0 sacks, 3 interceptions, 1 fumble recovered","Pittsburgh Steelers / 1st / 10th pick / 1987","rav",2001
"5089",2,"QB","Jeff Blake",32,"10",10,"165 for 295, 2,084 yards, 13 td, 11 int, & 39 rushes for 106 yards and 1 td","New York Jets / 6th / 166th pick / 1992","rav",2002
"5090",3,"RB","Jamal Lewis",23,"2",15,"308 rushes for 1,327 yards, 6 td, & 47 catches for 442 yards and 1 td","Baltimore Ravens / 1st / 5th pick / 2000","rav",2002
"5091",4,"FB","Alan Ricard",25,"1",8,"14 rushes for 58 yards, 2 td, & 10 catches for 60 yards and 0 td","","rav",2002
"5092",5,"WR","Travis Taylor",23,"2",15,"61 catches for 869 yards, 6 td, & 11 rushes for 105 yards and 0 td","Baltimore Ravens / 1st / 10th pick / 2000","rav",2002
"5093",6,"TE","Todd Heap*",22,"1",16,"68 catches for 836 yards, 6 td, & 4 rushes for 38 yards and 0 td","Baltimore Ravens / 1st / 31st pick / 2001","rav",2002
"5094",7,"LT","Jeff Ogden",27,"4",0,"","","rav",2002
"5095",8,"LG","Edwin Mulitalo",28,"3",15,"1 fumble recovered","Baltimore Ravens / 4th / 129th pick / 1999","rav",2002
"5096",9,"C","Mike Flynn",28,"4",15,"","","rav",2002
"5097",10,"RG","Bennie Anderson",25,"1",16,"","","rav",2002
"5098",11,"RT","Ethan Brooks",30,"6",13,"","Atlanta Falcons / 7th / 229th pick / 1996","rav",2002
"5099",13,"DE","Adalius Thomas",25,"2",12,"","Baltimore Ravens / 6th / 186th pick / 2000","rav",2002
"5100",14,"DE","Anthony Weaver",22,"Rook",16,"","Baltimore Ravens / 2nd / 52nd pick / 2002","rav",2002
"5101",15,"NT","Kelly Gregg",26,"3",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Cincinnati Bengals / 6th / 173rd pick / 1999","rav",2002
"5102",16,"LOLB","Cornell Brown",27,"5",14,"1.5 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 6th / 194th pick / 1997","rav",2002
"5103",17,"LILB","Ed Hartwell",24,"1",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 4th / 126th pick / 2001","rav",2002
"5104",18,"RILB","Bernardo Harris",31,"7",10,"2.0 sacks, 2 interceptions, 0 fumbles recovered","","rav",2002
"5105",19,"ROLB","Peter Boulware*",28,"5",16,"7.0 sacks, 1 interception, 2 fumbles recovered","Baltimore Ravens / 1st / 4th pick / 1997","rav",2002
"5106",20,"LCB","Chris McAlister",25,"3",12,"0.0 sacks, 1 interception, 1 fumble recovered","Baltimore Ravens / 1st / 10th pick / 1999","rav",2002
"5107",21,"RCB","Gary Baxter",24,"1",14,"0.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 2nd / 62nd pick / 2001","rav",2002
"5108",22,"SS","Ed Reed",24,"Rook",16,"1.0 sacks, 5 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 24th pick / 2002","rav",2002
"5109",2,"QB","Kyle Boller",22,"Rook",9,"116 for 224, 1,260 yards, 7 td, 9 int, & 30 rushes for 62 yards and 0 td","Baltimore Ravens / 1st / 19th pick / 2003","rav",2003
"5110",3,"RB","Jamal Lewis*+",24,"3",16,"387 rushes for 2,066 yards, 14 td, & 26 catches for 205 yards and 0 td","Baltimore Ravens / 1st / 5th pick / 2000","rav",2003
"5111",4,"FB","Alan Ricard",26,"2",13,"19 rushes for 79 yards, 0 td, & 9 catches for 62 yards and 0 td","","rav",2003
"5112",5,"WR","Travis Taylor",24,"3",16,"39 catches for 632 yards, 3 td, & 11 rushes for 62 yards and 0 td","Baltimore Ravens / 1st / 10th pick / 2000","rav",2003
"5113",6,"TE","Todd Heap*",23,"2",16,"57 catches for 693 yards, 3 td, & 3 rushes for 21 yards and 0 td","Baltimore Ravens / 1st / 31st pick / 2001","rav",2003
"5114",7,"TE","Terry Jones",24,"1",13,"19 catches for 159 yards, 3 td","Baltimore Ravens / 5th / 155th pick / 2002","rav",2003
"5115",8,"LT","Jonathan Ogden*+",29,"7",16,"1 fumble recovered","Baltimore Ravens / 1st / 4th pick / 1996","rav",2003
"5116",9,"LG","Edwin Mulitalo",29,"4",15,"1 fumble recovered","Baltimore Ravens / 4th / 129th pick / 1999","rav",2003
"5117",10,"C","Mike Flynn",29,"5",16,"","","rav",2003
"5118",11,"RG","Bennie Anderson",26,"2",15,"","","rav",2003
"5119",12,"RT","Orlando Brown",33,"9",13,"1 fumble recovered","","rav",2003
"5120",14,"DE","Marques Douglas",26,"3",16,"","","rav",2003
"5121",15,"DE","Anthony Weaver",23,"1",15,"","Baltimore Ravens / 2nd / 52nd pick / 2002","rav",2003
"5122",16,"NT","Kelly Gregg",27,"4",15,"3.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 6th / 173rd pick / 1999","rav",2003
"5123",17,"LOLB","Adalius Thomas*",26,"3",11,"4.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 6th / 186th pick / 2000","rav",2003
"5124",18,"LILB","Ed Hartwell",25,"2",15,"3.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 4th / 126th pick / 2001","rav",2003
"5125",19,"RILB","Ray Lewis*+",28,"7",16,"1.5 sacks, 6 interceptions, 2 fumbles recovered","Baltimore Ravens / 1st / 26th pick / 1996","rav",2003
"5126",20,"ROLB","Peter Boulware*",29,"6",14,"8.5 sacks, 0 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 4th pick / 1997","rav",2003
"5127",21,"LCB","Chris McAlister*+",26,"4",15,"0.0 sacks, 3 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1999","rav",2003
"5128",22,"RCB","Corey Fuller",32,"8",10,"","Minnesota Vikings / 2nd / 55th pick / 1995","rav",2003
"5129",23,"SS","Ed Reed*",25,"1",15,"1.0 sacks, 7 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 24th pick / 2002","rav",2003
"5130",24,"FS","Gary Baxter",25,"2",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Baltimore Ravens / 2nd / 62nd pick / 2001","rav",2003
"5131",2,"QB","Kyle Boller",23,"1",16,"258 for 464, 2,559 yards, 13 td, 11 int, & 53 rushes for 189 yards and 1 td","Baltimore Ravens / 1st / 19th pick / 2003","rav",2004
"5132",3,"RB","Jamal Lewis",25,"4",12,"235 rushes for 1,006 yards, 7 td, & 10 catches for 116 yards and 0 td","Baltimore Ravens / 1st / 5th pick / 2000","rav",2004
"5133",4,"FB","Alan Ricard",27,"3",9,"10 rushes for 36 yards, 0 td, & 11 catches for 39 yards and 0 td","","rav",2004
"5134",5,"WR","Travis Taylor",25,"4",9,"34 catches for 421 yards, 0 td","Baltimore Ravens / 1st / 10th pick / 2000","rav",2004
"5135",6,"TE","Terry Jones",25,"2",11,"20 catches for 152 yards, 1 td","Baltimore Ravens / 5th / 155th pick / 2002","rav",2004
"5136",7,"LT","Jonathan Ogden*",30,"8",12,"1 fumble recovered","Baltimore Ravens / 1st / 4th pick / 1996","rav",2004
"5137",8,"LG","Edwin Mulitalo",30,"5",15,"","Baltimore Ravens / 4th / 129th pick / 1999","rav",2004
"5138",9,"C","Casey Rabach",27,"2",16,"","Baltimore Ravens / 3rd / 92nd pick / 2001","rav",2004
"5139",10,"RG","Bennie Anderson",27,"3",12,"","","rav",2004
"5140",11,"RT","Orlando Brown",34,"10",13,"1 fumble recovered","","rav",2004
"5141",13,"DE","Marques Douglas",27,"4",15,"","","rav",2004
"5142",14,"DE","Anthony Weaver",24,"2",15,"","Baltimore Ravens / 2nd / 52nd pick / 2002","rav",2004
"5143",15,"NT","Kelly Gregg",28,"5",14,"1.5 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 6th / 173rd pick / 1999","rav",2004
"5144",16,"LOLB","Terrell Suggs*",22,"1",16,"10.5 sacks, 0 interceptions, 2 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 2003","rav",2004
"5145",17,"LILB","Ed Hartwell",26,"3",15,"0.0 sacks, 0 interceptions, 1 fumble recovered","Baltimore Ravens / 4th / 126th pick / 2001","rav",2004
"5146",18,"RILB","Ray Lewis*+",29,"8",15,"1.0 sacks, 0 interceptions, 2 fumbles recovered","Baltimore Ravens / 1st / 26th pick / 1996","rav",2004
"5147",19,"ROLB","Adalius Thomas",27,"4",16,"8.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 6th / 186th pick / 2000","rav",2004
"5148",20,"LCB","Chris McAlister*",27,"5",14,"0.0 sacks, 1 interception, 2 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1999","rav",2004
"5149",21,"RCB","Gary Baxter",26,"3",16,"2.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 2nd / 62nd pick / 2001","rav",2004
"5150",22,"SS","Ed Reed*+",26,"2",16,"2.0 sacks, 9 interceptions, 2 fumbles recovered","Baltimore Ravens / 1st / 24th pick / 2002","rav",2004
"5151",23,"FS","Will Demps",25,"2",16,"2.5 sacks, 1 interception, 2 fumbles recovered","","rav",2004
"5152",2,"QB","Kyle Boller",24,"2",9,"171 for 293, 1,799 yards, 11 td, 12 int, & 23 rushes for 66 yards and 1 td","Baltimore Ravens / 1st / 19th pick / 2003","rav",2005
"5153",3,"RB","Jamal Lewis",26,"5",15,"269 rushes for 906 yards, 3 td, & 32 catches for 191 yards and 1 td","Baltimore Ravens / 1st / 5th pick / 2000","rav",2005
"5154",4,"WR","Mark Clayton",23,"Rook",10,"44 catches for 471 yards, 2 td, & 8 rushes for 33 yards and 1 td","Baltimore Ravens / 1st / 22nd pick / 2005","rav",2005
"5155",5,"WR","Derrick Mason",31,"8",16,"86 catches for 1,073 yards, 3 td","Tennessee Oilers / 4th / 98th pick / 1997","rav",2005
"5156",6,"TE","Todd Heap",25,"4",16,"75 catches for 855 yards, 7 td","Baltimore Ravens / 1st / 31st pick / 2001","rav",2005
"5157",7,"LT","Jonathan Ogden*",31,"9",16,"2 fumbles recovered","Baltimore Ravens / 1st / 4th pick / 1996","rav",2005
"5158",8,"LG","Edwin Mulitalo",31,"6",15,"","Baltimore Ravens / 4th / 129th pick / 1999","rav",2005
"5159",9,"C","Mike Flynn",31,"7",16,"","","rav",2005
"5160",10,"RG","Keydrick Vincent",27,"4",9,"","","rav",2005
"5161",11,"RT","Orlando Brown",35,"11",9,"","","rav",2005
"5162",13,"DE","Jarret Johnson",24,"2",12,"","Baltimore Ravens / 4th / 109th pick / 2003","rav",2005
"5163",14,"DE","Terrell Suggs",23,"2",16,"","Baltimore Ravens / 1st / 10th pick / 2003","rav",2005
"5164",15,"DT","Kelly Gregg",29,"6",16,"","Cincinnati Bengals / 6th / 173rd pick / 1999","rav",2005
"5165",16,"NT","Ma'ake Kemoeatu",26,"3",16,"1.0 sacks, 0 interceptions, 1 fumble recovered","","rav",2005
"5166",17,"LB","Adalius Thomas",28,"5",16,"","Baltimore Ravens / 6th / 186th pick / 2000","rav",2005
"5167",18,"LCB","Chris McAlister",28,"6",13,"0.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1999","rav",2005
"5168",19,"RCB","Samari Rolle",29,"7",16,"0.0 sacks, 1 interception, 0 fumbles recovered","Tennessee Oilers / 2nd / 46th pick / 1998","rav",2005
"5169",20,"FS","Will Demps",26,"3",11,"0.0 sacks, 0 interceptions, 2 fumbles recovered","","rav",2005
"5170",2,"QB","Steve McNair",33,"11",16,"295 for 468, 3,050 yards, 16 td, 12 int, & 45 rushes for 119 yards and 1 td","Houston Oilers / 1st / 3rd pick / 1995","rav",2006
"5171",3,"RB","Jamal Lewis",27,"6",16,"314 rushes for 1,132 yards, 9 td, & 18 catches for 115 yards and 0 td","Baltimore Ravens / 1st / 5th pick / 2000","rav",2006
"5172",4,"FB","Ovie Mughelli",26,"3",8,"12 rushes for 50 yards, 0 td, & 21 catches for 182 yards and 2 td","Baltimore Ravens / 4th / 134th pick / 2003","rav",2006
"5173",5,"WR","Mark Clayton",24,"1",12,"67 catches for 939 yards, 5 td, & 7 rushes for -30 yards and 0 td","Baltimore Ravens / 1st / 22nd pick / 2005","rav",2006
"5174",6,"WR","Derrick Mason",32,"9",15,"68 catches for 750 yards, 2 td, & 1 rush for -4 yards and 0 td","Tennessee Oilers / 4th / 98th pick / 1997","rav",2006
"5175",7,"TE","Todd Heap",26,"5",16,"73 catches for 765 yards, 6 td","Baltimore Ravens / 1st / 31st pick / 2001","rav",2006
"5176",8,"LT","Jonathan Ogden*",32,"10",14,"1 fumble recovered","Baltimore Ravens / 1st / 4th pick / 1996","rav",2006
"5177",9,"LG","Jason Brown",23,"1",12,"","Baltimore Ravens / 4th / 124th pick / 2005","rav",2006
"5178",10,"C","Mike Flynn",32,"8",16,"1 fumble recovered","","rav",2006
"5179",11,"RG","Keydrick Vincent",28,"5",12,"","","rav",2006
"5180",12,"RT","Tony Pashos",26,"2",16,"","Baltimore Ravens / 5th / 173rd pick / 2003","rav",2006
"5181",14,"DE","Trevor Pryce",31,"9",16,"","Denver Broncos / 1st / 28th pick / 1997","rav",2006
"5182",15,"DE","Terrell Suggs*",24,"3",15,"","Baltimore Ravens / 1st / 10th pick / 2003","rav",2006
"5183",16,"DT","Haloti Ngata",22,"Rook",16,"","Baltimore Ravens / 1st / 12th pick / 2006","rav",2006
"5184",17,"NT","Kelly Gregg",30,"7",16,"3.5 sacks, 0 interceptions, 3 fumbles recovered","Cincinnati Bengals / 6th / 173rd pick / 1999","rav",2006
"5185",18,"MLB","Ray Lewis*",31,"10",14,"5.0 sacks, 2 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 26th pick / 1996","rav",2006
"5186",19,"LB","Bart Scott*",26,"4",16,"","","rav",2006
"5187",20,"LB","Adalius Thomas*+",29,"6",16,"","Baltimore Ravens / 6th / 186th pick / 2000","rav",2006
"5188",21,"LCB","Chris McAlister*",29,"7",16,"0.0 sacks, 6 interceptions, 2 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1999","rav",2006
"5189",22,"RCB","Samari Rolle",30,"8",16,"1.0 sacks, 3 interceptions, 0 fumbles recovered","Tennessee Oilers / 2nd / 46th pick / 1998","rav",2006
"5190",23,"SS","Dawan Landry",24,"Rook",14,"3.0 sacks, 5 interceptions, 0 fumbles recovered","Baltimore Ravens / 5th / 146th pick / 2006","rav",2006
"5191",24,"FS","Ed Reed*+",28,"4",16,"0.0 sacks, 5 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 24th pick / 2002","rav",2006
"5192",2,"QB","Kyle Boller",26,"4",8,"168 for 275, 1,743 yards, 9 td, 10 int, & 19 rushes for 89 yards and 0 td","Baltimore Ravens / 1st / 19th pick / 2003","rav",2007
"5193",3,"RB","Willis McGahee*",26,"3",15,"294 rushes for 1,207 yards, 7 td, & 43 catches for 231 yards and 1 td","Buffalo Bills / 1st / 23rd pick / 2003","rav",2007
"5194",4,"FB","Le'Ron McClain",23,"Rook",11,"8 rushes for 18 yards, 0 td, & 9 catches for 55 yards and 1 td","Baltimore Ravens / 4th / 137th pick / 2007","rav",2007
"5195",5,"WR","Mark Clayton",25,"2",12,"48 catches for 531 yards, 0 td","Baltimore Ravens / 1st / 22nd pick / 2005","rav",2007
"5196",6,"WR","Derrick Mason",33,"10",16,"103 catches for 1,087 yards, 5 td","Tennessee Oilers / 4th / 98th pick / 1997","rav",2007
"5197",7,"TE","Quinn Sypniewski",25,"1",9,"34 catches for 246 yards, 1 td","Baltimore Ravens / 5th / 166th pick / 2006","rav",2007
"5198",8,"LT","Jonathan Ogden*",33,"11",10,"","Baltimore Ravens / 1st / 4th pick / 1996","rav",2007
"5199",9,"LG","Jason Brown",24,"2",16,"1 fumble recovered","Baltimore Ravens / 4th / 124th pick / 2005","rav",2007
"5200",10,"C","Mike Flynn",33,"9",15,"1 fumble recovered","","rav",2007
"5201",11,"RG","Ben Grubbs",23,"Rook",12,"","Baltimore Ravens / 1st / 29th pick / 2007","rav",2007
"5202",12,"RT","Marshal Yanda",23,"Rook",12,"","Baltimore Ravens / 3rd / 86th pick / 2007","rav",2007
"5203",14,"LDT","Dwan Edwards",26,"3",13,"1.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 2nd / 51st pick / 2004","rav",2007
"5204",15,"NT","Kelly Gregg",31,"8",16,"3.0 sacks, 0 interceptions, 1 fumble recovered","Cincinnati Bengals / 6th / 173rd pick / 1999","rav",2007
"5205",16,"RDT","Haloti Ngata",23,"1",16,"3.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 12th pick / 2006","rav",2007
"5206",17,"LOLB","Jarret Johnson",26,"4",16,"2.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 4th / 109th pick / 2003","rav",2007
"5207",18,"LILB","Ray Lewis*",32,"11",14,"2.0 sacks, 2 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 26th pick / 1996","rav",2007
"5208",19,"RILB","Bart Scott",27,"5",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","","rav",2007
"5209",20,"ROLB","Terrell Suggs",25,"4",16,"5.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 2003","rav",2007
"5210",21,"LCB","Chris McAlister",30,"8",8,"0.0 sacks, 1 interception, 0 fumbles recovered","Baltimore Ravens / 1st / 10th pick / 1999","rav",2007
"5211",22,"SS","Dawan Landry",25,"1",16,"1.0 sacks, 0 interceptions, 0 fumbles recovered","Baltimore Ravens / 5th / 146th pick / 2006","rav",2007
"5212",23,"FS","Ed Reed*+",29,"5",16,"0.0 sacks, 7 interceptions, 1 fumble recovered","Baltimore Ravens / 1st / 24th pick / 2002","rav",2007
"5213",2,"QB","Joe Flacco",23,"Rook",16,"257 for 428, 2,971 yards, 14 td, 12 int, & 52 rushes for 180 yards and 2 td","Baltimore Ravens / 1st / 18th pick / 2008","rav",2008
"5214",3,"RB","Willis McGahee",27,"4",8,"170 rushes for 671 yards, 7 td, & 24 catches for 173 yards and 0 td","Buffalo Bills / 1st / 23rd pick / 2003","rav",2008
"5215",4,"FB","Le'Ron McClain*+",24,"1",16,"232 rushes for 902 yards, 10 td, & 19 catches for 123 yards and 1 td","Baltimore Ravens / 4th / 137th pick / 2007","rav",2008
"5216",5,"TE","Todd Heap",28,"7",16,"35 catches for 403 yards, 3 td","Baltimore Ravens / 1st / 31st pick / 2001","rav",2008
"5217",6,"LT","Jared Gaither",22,"1",15,"","Baltimore Ravens / 5th / 2007 Supp","rav",2008
"5218",7,"LG","Ben Grubbs",24,"1",16,"","Baltimore Ravens / 1st / 29th pick / 2007","rav",2008
"5219",8,"C","Jason Brown",25,"3",16,"1 fumble recovered","Baltimore Ravens / 4th / 124th pick / 2005","rav",2008
"5220",9,"RG","Chris Chester",25,"2",11,"","Baltimore Ravens / 2nd / 56th pick / 2006","rav",2008
